PT	AU	BA	BE	GP	AF	BF	CA	TI	SO	SE	BS	LA	DT	CT	CY	CL	SP	HO	DE	ID	AB	C1	C3	RP	EM	RI	OI	FU	FP	FX	CR	NR	TC	Z9	U1	U2	PU	PI	PA	SN	EI	BN	J9	JI	PD	PY	VL	IS	PN	SU	SI	MA	BP	EP	AR	DI	DL	D2	EA	PG	WC	WE	SC	GA	PM	OA	HC	HP	DA	UT
C	Uddin, M; Mukherjee, S; Chang, H; Lakshman, TV			IEEE	Uddin, Mostafa; Mukherjee, Sarit; Chang, Hyunseok; Lakshman, T. V.			BLESS: Bluetooth Low Energy Service Switching using SDN	2017 IEEE CONFERENCE ON COMPUTER COMMUNICATIONS WORKSHOPS (INFOCOM WKSHPS)	IEEE Conference on Computer Communications Workshops		English	Proceedings Paper	IEEE Conference on Computer Communications Workshops (INFOCOM WKSHPS)	MAY 01-04, 2017	Atlanta, GA	IEEE				Bluetooth Low Energy (BLE) is a low-energy personal area wireless network technology that is of increasing importance for large-scale Internet of Things (IoT) deployment. By design, BLE is localized to small regions and to simple network topologies. Moreover, it is not designed for dynamic enforcement of policy and access controls. These limitations are impediments to BLE based IoT service deployment, where IoT devices for a service may need to be grouped into a network slice spanning a sizable geographic region and with strong perslice policy enforcement. This paper presents an architecture for creating wide-area IoT service slices which utilize BLE devices at the edge. For this, we introduce an SDN-controlled "switch node", called BLE service switch (BLESS) that is transparently inserted between two communicating BLE devices. It can be programmed at the service layer by a central controller and enables flexible, policy-based switching between the devices. We describe the design of BLESS, and illustrate its utility through a few practical use cases.	[Uddin, Mostafa; Mukherjee, Sarit; Chang, Hyunseok; Lakshman, T. V.] Nokia Bell Labs, Holmdel, NJ 07733 USA	Nokia Corporation; Nokia Bell Labs	Uddin, M (corresponding author), Nokia Bell Labs, Holmdel, NJ 07733 USA.	mostafa.uddin@nokia-bell-labs.com; sarit.mukherjee@nokia-bell-labs.com; hyunseok.chang@nokia-bell-labs.com; t.lakshman@nokia-bell-labs.com							11	1	1	0	0	IEEE	NEW YORK	345 E 47TH ST, NEW YORK, NY 10017 USA	2159-4228		978-1-5386-2784-6	IEEE CONF COMPUT			2017							571	576						6	Engineering, Electrical & Electronic; Telecommunications	Conference Proceedings Citation Index - Science (CPCI-S)	Engineering; Telecommunications	BJ1WT					2023-06-19	WOS:000418325100097
C	Thite, NR; Mahajan, RC; Ronghe, SB			IEEE	Thite, Ninad R.; Mahajan, Rajshri C.; Ronghe, Sushil B.			Algorithm to improve the throughput and latency in Bluetooth Low Energy Networks	PROCEEDINGS OF THE 2020 5TH INTERNATIONAL CONFERENCE ON COMPUTING, COMMUNICATION AND SECURITY (ICCCS-2020)			English	Proceedings Paper	5th International Conference on Computing, Communication and Security (ICCCS)	OCT 14-16, 2020	IIT Patna, Dayalpur, INDIA		IIT Patna	Device discovery latency; Bluetooth Low Energy; Algorithm; ALOHA; Slotted ALOHA; synchronization		Internet of Things (IoT) requires large number of communication devices to interconnect with each other. However, the latency in discovering multiple devices in proximity is still a significant hurdle in terms of real-time applications. The presented paper discusses techniques and algorithm to achieve synchronization in BLE networks and to improve throughput at the Device Discovery and Connection establishment phase.	[Thite, Ninad R.; Mahajan, Rajshri C.; Ronghe, Sushil B.] Coll Engn, Dept Elect & Telecommun, Pune, Maharashtra, India	College of Engineering Pune	Thite, NR (corresponding author), Coll Engn, Dept Elect & Telecommun, Pune, Maharashtra, India.	thitenr18.extc@coep.ac.in	vyas, vibha/M-8939-2017; vyas, vibha/HZK-9636-2023	vyas, vibha/0000-0001-9845-7321; 					8	0	0	0	0	IEEE	NEW YORK	345 E 47TH ST, NEW YORK, NY 10017 USA			978-1-7281-9180-5				2020														5	Computer Science, Information Systems; Computer Science, Theory & Methods; Telecommunications	Conference Proceedings Citation Index - Science (CPCI-S)	Computer Science; Telecommunications	BR3ON					2023-06-19	WOS:000648616300088
C	Huang, HH; Cheng, WR; Chen, GR; Shyu, LY			IEEE	Huang, Hsiao H.; Cheng, Wan R.; Chen, Gu R.; Shyu, Liang Y.			Portable Bluetooth Low Energy System for Synchronize Foot Pressure Measurement	2017 IEEE 6TH GLOBAL CONFERENCE ON CONSUMER ELECTRONICS (GCCE)	IEEE Global Conference on Consumer Electronics		English	Proceedings Paper	IEEE 6th Global Conference on Consumer Electronics (GCCE)	OCT 24-27, 2017	Nagoya, JAPAN	IEEE				Human gait can be detected by plantar pressure. Previous wireless portable systems were not able to collect and analyze the plantar pressure from both feet simultaneously. In this study, the multi-connection capability of CC2650 Bluetooth low energy (BLE) chip from Texas Instruments was utilized to construct the pressure sensor insoles system. A smart phone application was implemented to receive, store and display the pressure information from both feet. This system can identify the gait cycle and pressure distribution which can be used to assist the physicians or coaches during training.	[Huang, Hsiao H.; Cheng, Wan R.; Chen, Gu R.; Shyu, Liang Y.] Chung Yuan Christian Univ, Dept Biomed Engn, Chungli 32023, Taiwan	Chung Yuan Christian University	Huang, HH (corresponding author), Chung Yuan Christian Univ, Dept Biomed Engn, Chungli 32023, Taiwan.	g10575040@cycu.edu.tw; g10475017@cycu.edu.tw; g10475022@cycu.edu.tw; liangyu2@cycu.edu.tw							5	1	1	0	1	IEEE	NEW YORK	345 E 47TH ST, NEW YORK, NY 10017 USA	2378-8143		978-1-5090-4045-2	IEEE GLOB CONF CONSU			2017														2	Engineering, Electrical & Electronic	Conference Proceedings Citation Index - Science (CPCI-S)	Engineering	BJ7BP					2023-06-19	WOS:000426994600110
J	Song, E; Kim, S; Han, J; Kwon, K				Song, Eunju; Kim, Sinyoung; Han, Junghwan; Kwon, Kuduck			A 2.4-GHz Quadrature Local Oscillator Buffer Insensitive to Frequency-Dependent Loads for Bluetooth Low Energy Applications	IEEE MICROWAVE AND WIRELESS COMPONENTS LETTERS			English	Article						2.4 GHz; Bluetooth low energy (BLE); gain mismatch; I/Q; IoT; LC tank; low power; low voltage; phase mismatch; quadrature local oscillator (LO) buffer; quadrature transconductor	RECEIVER FRONT-END; POWER; NOISE	In this letter, a 2.4-GHz quadrature local oscillator (LO) buffer insensitive to frequency-dependent loads is presented for Bluetooth low energy (BLE) applications. An LC tank is used as a load in the proposed buffer to provide a sufficient voltage gain and large voltage swing at the operating frequencies of BLE. Furthermore, the effect of the frequency-dependent impedance of the LC tank on the gain and phase mismatches is reduced by adding compensating transistors. The proposed buffer can provide accurate quadrature signals without additional circuitry in the LO path, minimizing the current consumption of the receiver. It is implemented in 65-nm CMOS technology. It achieved a voltage gain of 5.6 dB, a gain mismatch less than 0.3 dB, a phase mismatch less than 1.1 degrees, and an output P-1dB of 3 dBm. It draws an average current of 3.8 mA from a supply voltage of 0.8 V. The active die area is 0.55 mm(2).	[Song, Eunju; Kim, Sinyoung; Kwon, Kuduck] Kangwon Natl Univ, Dept Elect Engn, Chunchon 24341, South Korea; [Kim, Sinyoung] Samsung Elect Co Ltd, Hwaseong 18448, South Korea; [Han, Junghwan] Chungnam Natl Univ, Dept Radio & Informat Commun Engn, Daejeon 34134, South Korea	Kangwon National University; Samsung; Samsung Electronics; Chungnam National University	Kwon, K (corresponding author), Kangwon Natl Univ, Dept Elect Engn, Chunchon 24341, South Korea.	kdkwon@kangwon.ac.kr	Han, Junghwan/O-5226-2014	Han, Junghwan/0000-0002-3122-8097; Kwon, Kuduck/0000-0002-7304-3699; Song, Eunju/0000-0002-7533-8669	Basic Science Research Program through the National Research Foundation of Korea (NRF) - Ministry of Education [NRF-2018R1D1A1B07042804]; Ministry of Science and ICT, South Korea, under the Information Technology Research Center Support Program [IITP-2020-2018-0-01433]; chip fabrication and EDA tool by the IC Design Education Center (IDEC), South Korea	Basic Science Research Program through the National Research Foundation of Korea (NRF) - Ministry of Education(National Research Foundation of Korea); Ministry of Science and ICT, South Korea, under the Information Technology Research Center Support Program; chip fabrication and EDA tool by the IC Design Education Center (IDEC), South Korea	This work was supported in part by the Basic Science Research Program through the National Research Foundation of Korea (NRF) funded by the Ministry of Education under Grant NRF-2018R1D1A1B07042804, in part by the Ministry of Science and ICT, South Korea, under the Information Technology Research Center Support Program supervised by the Institute for Information and Communications Technology Promotion (IITP) under Grant IITP-2020-2018-0-01433, and in part by the chip fabrication and EDA tool by the IC Design Education Center (IDEC), South Korea.		12	3	3	0	2	IEEE-INST ELECTRICAL ELECTRONICS ENGINEERS INC	PISCATAWAY	445 HOES LANE, PISCATAWAY, NJ 08855-4141 USA	1531-1309	1558-1764		IEEE MICROW WIREL CO	IEEE Microw. Wirel. Compon. Lett.	OCT	2020	30	10					961	964		10.1109/LMWC.2020.3016733	http://dx.doi.org/10.1109/LMWC.2020.3016733			4	Engineering, Electrical & Electronic	Science Citation Index Expanded (SCI-EXPANDED)	Engineering	OA6WQ					2023-06-19	WOS:000577923100008
C	Czurak, P; Maj, C; Szermer, M; Zabierowski, W			IEEE	Czurak, Piotr; Maj, Cezary; Szermer, Michal; Zabierowski, Wojciech			Impact of Bluetooth Low Energy on Energy Consumption in Android OS	2018 XIVTH INTERNATIONAL CONFERENCE ON PERSPECTIVE TECHNOLOGIES AND METHODS IN MEMS DESIGN (MEMSTECH)	International Conference on Perspective Technologies and Methods in MEMS Design MEMSTECH		English	Proceedings Paper	14th International Conference on Perspective Technologies and Methods in MEMS Design (MEMSTECH)	APR 18-22, 2018	Svalyava, UKRAINE	IEEE, IEEE Ukraine Sect, Minist Educ & Sci Ukraine, Lviv Polytechn Natl Univ, IEEE Ukraine Sect W MTT ED AP EP SSC Soc Joint Chapter, Lviv Polytechn Natl Univ, CAD Dept, Warsaw Univ Technol, AGH Univ Sci & Technol, Inst Comp Sci & Informat Technologies, CAD Dept, Warsaw Univ Technol, Inst Telecommunicat		Android; Bluetooth; battery; energy; beacon		The aim of this paper is to investigate impact of Bluetooth Low Energy on Android-based mobile devices. In order to achieve this, a simple application was developed, allowing for operation with beacons - a special class of BLE devices. After brief report and analysis of obtained results, additional case-specific methods of beacon interoperation optimisation are given.	[Czurak, Piotr; Maj, Cezary; Szermer, Michal; Zabierowski, Wojciech] Lodz Univ Technol, Dept Microelect & Comp Sci, Lodz, Poland	Lodz University of Technology	Czurak, P (corresponding author), Lodz Univ Technol, Dept Microelect & Comp Sci, Lodz, Poland.	piotr.czurak@gmail.com; wojciech.zabierowski@p.lodz.pl	Zabierowski, Wojciech/P-1477-2019; Maj, Cezary/U-9230-2018; Szermer, Michal/Q-4636-2018	Zabierowski, Wojciech/0000-0002-6289-6637; Maj, Cezary/0000-0001-6897-0378; Szermer, Michal/0000-0002-9294-701X					0	4	4	0	1	IEEE	NEW YORK	345 E 47TH ST, NEW YORK, NY 10017 USA	2573-5357	2573-5373	978-1-5386-5881-9	INT CONF PERSP TECH			2018							255	258						4	Engineering, Electrical & Electronic	Conference Proceedings Citation Index - Science (CPCI-S)	Engineering	BK3HB					2023-06-19	WOS:000435011000057
C	Singh, A; Waghchoure, N; Wakchaure, A; Shreshthi, Y			IEEE	Singh, Amit; Waghchoure, Neelay; Wakchaure, Amey; Shreshthi, Yash			Indoor Navigation System using Bluetooth Low Energy Beacons	2018 FOURTH INTERNATIONAL CONFERENCE ON COMPUTING COMMUNICATION CONTROL AND AUTOMATION (ICCUBEA)			English	Proceedings Paper	4th International Conference on Computing Communication Control and Automation (ICCUBEA)	AUG 16-18, 2018	Pune, INDIA	IEEE Pune Sect, Pimpri Chinchwad Educ Trusts, Pimpri Chinchwad Coll Engn				Global Positioning System (GPS) has been proven to be a boon for navigation across the globe using the geographical coordinates. Although, when we have to navigate inside an enclosed space or a building these coordinates do not help in this type of navigation. So, to facilitate Indoor Navigation, there are various techniques used such as Wi-Fi Fingerprinting, Digital Compass Technologies, QR Code, RFID etc. We propose to use BLE (Bluetooth Low Energy) Beacons for this Indoor Navigation System (INS) as it is more proficient than all the other technologies in terms of range, accuracy, privacy and security. BLE is a wireless personal area technology designed and marketed by Special Interest Group (SIG) aimed at novel applications in various domains. In this paper, we have implemented an INS using these BLE Beacons which calculate the available shortest path using Dijkstra's algorithm. This algorithm finds the shortest path tree from the source by building a set of available destinations that have a minimum distance from the source to the desired destination.	[Singh, Amit; Waghchoure, Neelay; Wakchaure, Amey; Shreshthi, Yash] NBN Sinhgad Sch Engn, Comp Dept, Pune, Maharashtra, India		Singh, A (corresponding author), NBN Sinhgad Sch Engn, Comp Dept, Pune, Maharashtra, India.	amitsingh.8311@gmail.com; neelayrdw@gmail.com; amey.wakchaure22@gmail.com; shreshthiyash11@gmail.com							9	0	0	0	0	IEEE	NEW YORK	345 E 47TH ST, NEW YORK, NY 10017 USA			978-1-5386-5257-2				2018														5	Automation & Control Systems; Computer Science, Theory & Methods; Telecommunications	Conference Proceedings Citation Index - Science (CPCI-S)	Automation & Control Systems; Computer Science; Telecommunications	BO0XJ					2023-06-19	WOS:000493801500010
J	Girolami, M; Mavilia, F; Delmastro, F				Girolami, Michele; Mavilia, Fabio; Delmastro, Franca			A bluetooth low energy dataset for the analysis of social interactions with commercial devices	DATA IN BRIEF			English	Article; Data Paper						Social interactions; Bluetooth low energy; Co-location; Social sensing		This paper describes a data collection campaign and a dataset of BLE beacons for detecting and analysing human social interactions. The dataset has been collected by involving 15 volunteers that interacted in indoor environments for a total of 11 hours of activity. The dataset is released as a collection of CSV files with a timestamp, RSSI (Received Signal Strength Indicator) and a unique identifier of the emitting and of the receiving devices. Volunteers wear a wristband equipped with BLE tags emitting beacons at a fixed rate, and a mobile application able to collect and to store beacons. We organized 6 interaction sessions, designed to reproduce the three common stages of an interaction (Non Interaction, Approaching and Interaction). Moreover, we reproduced interactions by varying the volunteer's posture as well as the position of the receiving device. The dataset is released with a ground truth annotation reporting the exact time intervals during which volunteers actually interacted. The combination of such factors, provides a rich dataset useful to experiment algorithms for detecting interactions and for analyzing dynamics of interactions in a real-world setting. We present in detail the dataset and its evaluation in "Sensing Social Interactions through BLE Beacons and Commercial Mobile Devices", in which we focus on two orthogonal analysis: quality of the dataset and RSSI symmetry of the channel during the interaction stage between pairs of users. (C) 2020 The Authors. Published by Elsevier Inc.	[Girolami, Michele; Mavilia, Fabio] CNR, Inst Informat Sci & Technol, Pisa, Italy; [Delmastro, Franca] CNR, Inst Informat & Telemat, Pisa, Italy	Consiglio Nazionale delle Ricerche (CNR); Istituto di Scienza e Tecnologie dell'Informazione "Alessandro Faedo" (ISTI-CNR); Consiglio Nazionale delle Ricerche (CNR); Istituto di Informatica e Telematica (IIT-CNR)	Girolami, M (corresponding author), CNR, Inst Informat Sci & Technol, Pisa, Italy.	michele.girolami@isti.cnr.it; fabio.mavilia@isti.cnr.it; franca.delmastro@iit.cnr.it		Reis, AlessanRSS/0000-0001-8486-7469	Socialize ME project - Fondazione Cassa di Risparmio di Lucca; CNR-ISTI; CNR-IIT; Polo Scientifico Tecnico Professionale E. Fermi G. Giorgi	Socialize ME project - Fondazione Cassa di Risparmio di Lucca; CNR-ISTI; CNR-IIT; Polo Scientifico Tecnico Professionale E. Fermi G. Giorgi	This work is partially supported by the Socialize ME project funded by "Fondazione Cassa di Risparmio di Lucca", a collaboration between CNR-ISTI, CNR-IIT and Polo Scientifico Tecnico Professionale E. Fermi G. Giorgi.		2	3	3	0	1	ELSEVIER	AMSTERDAM	RADARWEG 29, 1043 NX AMSTERDAM, NETHERLANDS	2352-3409			DATA BRIEF	Data Brief	OCT	2020	32								106102	10.1016/j.dib.2020.106102	http://dx.doi.org/10.1016/j.dib.2020.106102			9	Multidisciplinary Sciences	Emerging Sources Citation Index (ESCI)	Science & Technology - Other Topics	OI4CP	32793784	gold, Green Published			2023-06-19	WOS:000583229100064
C	Schrader, R; Ax, T; Roehrig, C; Fuehner, C			IEEE	Schrader, Raphael; Ax, Thomas; Roehrig, Christof; Fuehner, Claus			Advertising Power Consumption of Bluetooth Low Energy Systems	2016 3RD INTERNATIONAL SYMPOSIUM ON WIRELESS SYSTEMS WITHIN THE CONFERENCES ON INTELLIGENT DATA ACQUISITION AND ADVANCED COMPUTING SYSTEMS (IDAACS-SWS)			English	Proceedings Paper	3rd IEEE International Symposium on Wireless Systems within the Conferences on Intelligent Data Acquisition and Advanced Computing Systems (IDAACS-SWS)	SEP 26-27, 2016	Offenburg, GERMANY	IEEE, Offenburg Univ Appl Sci, Inst Reliable Embedded Syst & Commun Elect, IEEE Germany Sect, IM Chapter, IEEE Ukraine Sect, IEEE Ukraine I&M CI Joint Soc Chapter				Bluetooth Low Energy (BLE) is a 2.4 GHz wireless technology which has been widely adopted in consumer devices. Available in most modern smartphones, it is a popular choice for connecting battery powered devices like sensors or beacons to mobile handsets. A low energy consumption, while being beneficial for all BLE applications, becomes a key requirement for applications containing larger numbers of BLE devices like smart home sensors or beacons in indoor localization due to the high cost of battery replacement. In this paper, we investigate the energy consumption of different BLE System on Chips (SoCs) which provide the foundation to most BLE devices. Based on extensive measurements, we present a vendor-independent model for BLE power consumption which allows energy consumption prediction from key design parameters. This helps in the tradeoff between engergy consumption and BLE performance. We concentrate on advertising mode which governs the energy consumption in popular applications like beacons.	[Schrader, Raphael; Ax, Thomas; Roehrig, Christof; Fuehner, Claus] Fachhsch Dortmund, Fachbereich Informat, Dortmund, Germany		Fuehner, C (corresponding author), Fachhsch Dortmund, Fachbereich Informat, Dortmund, Germany.	claus.fuehner@fh-dortmund.de	Roehrig, Christof/A-1885-2019	Roehrig, Christof/0000-0002-3286-3703	University of Applied Sciences and Arts in Dortmund (HIFF) [04 004 89]	University of Applied Sciences and Arts in Dortmund (HIFF)	This work has been supported by the research program of the University of Applied Sciences and Arts in Dortmund (HIFF, Project No. 04 004 89).		16	14	14	0	1	IEEE	NEW YORK	345 E 47TH ST, NEW YORK, NY 10017 USA			978-1-5090-4317-0				2016							62	68						7	Engineering, Electrical & Electronic; Telecommunications	Conference Proceedings Citation Index - Science (CPCI-S)	Engineering; Telecommunications	BG8SI					2023-06-19	WOS:000392693200011
C	Ortiz-Yepes, DA		Ghinita, G; PerisLopez, P		Ortiz-Yepes, Diego A.			BALSA: Bluetooth Low Energy Application Layer Security Add-on	2015 INTERNATIONAL WORKSHOP ON SECURE INTERNET OF THINGS (SIOT)			English	Proceedings Paper	2015 International Workshop on Secure Internet of Things (SIoT)	SEP 21-25, 2015	Vienna, AUSTRIA	IEEE Comp Soc				Bluetooth Low Energy (BLE) is ideally suited to exchange information between mobile devices and Internet-of-Things (IoT) sensors. It is supported by most recent consumer mobile devices and can be integrated into sensors enabling them to exchange information in an energy-efficient manner. However, when BLE is used to access or modify sensitive sensor parameters, exchanged messages need to be suitably protected, which may not be possible with the security mechanisms defined in the BLE specification. Consequently we contribute BALSA, a set of cryptographic protocols, a BLE service and a suggested usage architecture aiming to provide a suitable level of security. In this paper we define and analyze these components and describe our proof-of-concept, which demonstrates the feasibility and benefits of BALSA.	[Ortiz-Yepes, Diego A.] IBM Res Zurich, Saumerstr 4, CH-8803 Ruschlikon, Switzerland; [Ortiz-Yepes, Diego A.] Radboud Univ Nijmegen, Nijmegen, Netherlands	International Business Machines (IBM); Radboud University Nijmegen	Ortiz-Yepes, DA (corresponding author), IBM Res Zurich, Saumerstr 4, CH-8803 Ruschlikon, Switzerland.	ort@zurich.ibm.com							20	5	5	0	2	IEEE	NEW YORK	345 E 47TH ST, NEW YORK, NY 10017 USA			978-1-4673-7769-0				2015							15	24		10.1109/SIOT.2015.12	http://dx.doi.org/10.1109/SIOT.2015.12			10	Computer Science, Hardware & Architecture; Computer Science, Software Engineering	Conference Proceedings Citation Index - Science (CPCI-S)	Computer Science	BF1QJ					2023-06-19	WOS:000380427800002
C	Diez, V; Arriola, A; Val, I; Velez, M			IEEE	Diez, Victor; Arriola, Aitor; Val, Inaki; Velez, Manuel			Reliability Evaluation of Bluetooth Low Energy for Industry 4.0	2019 24TH IEEE INTERNATIONAL CONFERENCE ON EMERGING TECHNOLOGIES AND FACTORY AUTOMATION (ETFA)	IEEE International Conference on Emerging Technologies and Factory Automation-ETFA		English	Proceedings Paper	24th IEEE International Conference on Emerging Technologies and Factory Automation (ETFA)	SEP 10-13, 2019	Zaragoza, SPAIN	Inst Elect & Elect Engineers, IEEE Ind Elect Soc, Aragon Inst Engn Res, Univ Zaragoza		BLE; Reliability; IWSAN; PER; Channel Emulation		The reliability of a point-to-point link for Industrial Wireless Sensor and Actuator Networks (IWSANs) is evaluated in this paper. The point-to-point link is based on the physical layers (PHYs) 1M and 2M of Bluetooth Low Energy (BLE). Both PHYs are tested under different wireless channels: additive white Gaussian noise (AWGN), Rician, Rayleigh, and the IEEE 802.15.4a CM8 industrial channel. The packet error rate (PER) is the metric used to evaluate the reliability. Results are presented and compared with the requirements of typical industrial use cases.	[Diez, Victor; Arriola, Aitor; Val, Inaki] HW Platforms & Microsyst Ikerlan Technol Res Ctr, Commun Syst, Arrasate Mondragon, Spain; [Velez, Manuel] Univ Basque Country UPV EHU, Dept Commun Engn, Bilbao, Spain	University of Basque Country	Diez, V (corresponding author), HW Platforms & Microsyst Ikerlan Technol Res Ctr, Commun Syst, Arrasate Mondragon, Spain.	vdiez@ikerlan.es; aarriola@ikerlan.es; ival@ikerlan.es; manuel.velez@ehu.eus	Velez, Manuel/H-4316-2017; Val, Iñaki/M-1988-2014	Velez, Manuel/0000-0002-9597-0469; Val, Iñaki/0000-0002-4373-8457; Diez Borge, Victor/0000-0001-9991-4264	DETRED (ELKARTEK 2017) of the Basque Government (Spain); IOTERRAZ (ELKARTEK 2019) of the Basque Government (Spain) [KK2019/00046]; Spanish Government [RT12018-099162-B100]	DETRED (ELKARTEK 2017) of the Basque Government (Spain); IOTERRAZ (ELKARTEK 2019) of the Basque Government (Spain); Spanish Government(Spanish Government)	This work has been partially supported by DETRED (ELKARTEK 2017) and IOTERRAZ (ELKARTEK 2019, KK2019/00046) projects of the Basque Government (Spain), and by the Spanish Government under the grant RT12018-099162-B100 (MCIU/AEI/FEDER, UE).		28	4	4	0	3	IEEE	NEW YORK	345 E 47TH ST, NEW YORK, NY 10017 USA	1946-0740	1946-0759	978-1-7281-0303-7	IEEE INT C EMERG			2019							1148	1154						7	Automation & Control Systems; Engineering, Manufacturing; Telecommunications	Conference Proceedings Citation Index - Science (CPCI-S)	Automation & Control Systems; Engineering; Telecommunications	BP5MR					2023-06-19	WOS:000556596600148
B		Gupta, N				Gupta, N		Inside Bluetooth Low Energy Preface	INSIDE BLUETOOTH LOW ENERGY	Artech House Mobile Communications Series		English	Editorial Material; Book Chapter																			0	0	0	0	0	ARTECH HOUSE	NORWOOD	685 CANTON ST, NORWOOD, MA 02062 USA			978-1-60807-579-9	ARTECH HSE MOB COMM			2013							XIX	XXII						4	Computer Science, Hardware & Architecture; Telecommunications	Book Citation Index – Science (BKCI-S)	Computer Science; Telecommunications	BEL68					2023-06-19	WOS:000317242000001
J	Sakphrom, S; Suwannarat, K; Haiges, R; Funsian, K				Sakphrom, Siraporn; Suwannarat, Korakot; Haiges, Rina; Funsian, Krit			A Simplified and High Accuracy Algorithm of RSSI-Based Localization Zoning for Children Tracking In-Out the School Buses Using Bluetooth Low Energy Beacon	INFORMATICS-BASEL			English	Article						bluetooth low energy; RSSI; distance; least mean square; positioning; localization zoning		To avoid problems related to a school bus service such as kidnapping, children being left in a bus for hours leading to fatality, etc., it is important to have a reliable transportation service to ensure students' safety along journeys. This research presents a high accuracy child monitoring system for locating students if they are inside or outside a school bus using the Internet of Things (IoT) via Bluetooth Low Energy (BLE) which is suitable for a signal strength indication (RSSI) algorithm. The in/out-bus child tracking system alerts a driver to determine if there is a child left on the bus or not. Distance between devices is analyzed for decision making to affiliate the zone of the current children's position. A simplified and high accuracy machine learning of least mean square (LMS) algorithm is used in this research with model-based RSSI localization techniques. The distance is calculated with the grid size of 0.5 m x 0.5 m similar in size to an actual seat of a school bus using two zones (inside or outside a school bus). The averaged signal strength is proposed for this research, rather than using the raw value of the signal strength in typical works, providing a robust position-tracking system with high accuracy while maintaining the simplicity of the classical trilateration method leading to precise classification of each student from each zone. The test was performed to validate the effectiveness of the proposed tracking strategy which precisely shows the positions of each student. The proposed method, therefore, can be applied for future autopilot school buses where students' home locations can be securely stored in the system used for references to transport each student to their homes without a driver.	[Sakphrom, Siraporn; Suwannarat, Korakot; Funsian, Krit] Walailak Univ, Sch Engn & Technol, Nakhon Si Thammarat 80160, Thailand; [Sakphrom, Siraporn] Walailak Univ, Ctr Excellence Wood & Biomat, Nakhon Si Thammarat 80160, Thailand; [Sakphrom, Siraporn] Walailak Univ, Ctr Excellence Sustainable Disaster Management, Nakhon Si Thammarat 80160, Thailand; [Haiges, Rina] Natl Inst Publ Adm, Kuala Lumpur 50480, Malaysia	Walailak University; Walailak University; Walailak University	Suwannarat, K; Funsian, K (corresponding author), Walailak Univ, Sch Engn & Technol, Nakhon Si Thammarat 80160, Thailand.	siraporn.sa@wu.ac.th; skorakot@wu.ac.th; rina@intanbk.intan.my; krit.fu@wu.ac.th		Suwannarat, Korakot/0000-0002-2157-958X					22	2	2	0	1	MDPI	BASEL	ST ALBAN-ANLAGE 66, CH-4052 BASEL, SWITZERLAND		2227-9709		INFORMATICS-BASEL	Informatics-Basel	DEC	2021	8	4							65	10.3390/informatics8040065	http://dx.doi.org/10.3390/informatics8040065			10	Computer Science, Interdisciplinary Applications	Emerging Sources Citation Index (ESCI)	Computer Science	XZ8UE		gold			2023-06-19	WOS:000737921700001
